index,question,answer,source,scene,orig_uid,core_gt_objects,extended_gt_objects,prediction,pred_scene_structured,pred_gender_structured,pred_occupation_structured,pred_action_structured,parse_status
199,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bowl, chair, dining table, oven, person, spoon",coco,kitchen,coco_482381,"bowl, chair, dining table, oven, person, spoon","bowl, chair, dining table, oven, person, spoon","In the kitchen, an unknown unknown is observing.",kitchen,unknown,unknown,observing,strict_match
200,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","book, bottle, chair, dining table, handbag, microwave, oven, person, remote",coco,kitchen,coco_317022,"book, bottle, chair, dining table, handbag, microwave, oven, person, remote","book, bottle, chair, dining table, handbag, microwave, oven, person, remote","In the kitchen, an unknown person is playing a video game.",kitchen,unknown,person,playing a video game,strict_match
201,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","cake, donut, person, sink",coco,kitchen,coco_298177,"cake, donut, person, sink","cake, donut, person, sink","In the bakery, an unknown worker is arranging pastries.",bakery,unknown,worker,arranging pastries,strict_match
202,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","person, toothbrush",coco,kitchen,coco_88653,"person, toothbrush","person, toothbrush","In the unknown scene, an unknown unknown is posing.",unknown scene,unknown,unknown,posing,strict_match
203,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bottle, bowl, knife, oven, person, refrigerator, spoon, tie",coco,kitchen,coco_286382,"bottle, bowl, knife, oven, person, refrigerator, spoon, tie","bottle, bowl, knife, oven, person, refrigerator, spoon, tie","In the kitchen, an unknown unknown is preparing food.",kitchen,unknown,unknown,preparing food,strict_match
204,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bottle, bowl, microwave, person, refrigerator",coco,kitchen,coco_124349,"bottle, bowl, microwave, person, refrigerator","bottle, bowl, microwave, person, refrigerator","In the kitchen, an unknown person is placing a bowl in the refrigerator.",kitchen,unknown,person,placing a bowl in the refrigerator,strict_match
205,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bottle, cup, person, refrigerator, vase, wine glass",coco,kitchen,coco_237230,"bottle, cup, person, refrigerator, vase, wine glass","bottle, cup, person, refrigerator, vase, wine glass","In the bar, an unknown bartender is working.",bar,unknown,bartender,working,strict_match
206,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bowl, clock, cup, dining table, knife, person, potted plant, spoon, vase",coco,kitchen,coco_462477,"bowl, clock, cup, dining table, knife, person, potted plant, spoon, vase","bowl, clock, cup, dining table, knife, person, potted plant, spoon, vase","""In the kitchen, unknown people are preparing food.""",,unknown,,,failed
207,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","book, bottle, person, refrigerator",coco,kitchen,coco_105114,"book, bottle, person, refrigerator","book, bottle, person, refrigerator","In the kitchen, an unknown person is organizing.",kitchen,unknown,person,organizing,strict_match
208,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","oven, person, pizza",coco,kitchen,coco_30822,"oven, person, pizza","oven, person, pizza","In the kitchen, an unknown chef is preparing food.",kitchen,unknown,chef,preparing food,strict_match
209,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bottle, dining table, microwave, oven, person, potted plant, refrigerator",coco,kitchen,coco_556178,"bottle, dining table, microwave, oven, person, potted plant, refrigerator","bottle, dining table, microwave, oven, person, potted plant, refrigerator","In the kitchen, an unknown unknown is cooking.",kitchen,unknown,unknown,cooking,strict_match
210,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","cup, person, sink",coco,kitchen,coco_383606,"cup, person, sink","cup, person, sink","In the bathroom, an unknown person is taking a photo.",bathroom,unknown,person,taking a photo,strict_match
211,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","microwave, oven, person, refrigerator",coco,kitchen,coco_545200,"microwave, oven, person, refrigerator","microwave, oven, person, refrigerator","In the kitchen, an unknown unknown is cooking.",kitchen,unknown,unknown,cooking,strict_match
212,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","book, cat, chair, couch, dining table, keyboard, microwave, orange, person, potted plant, tv, vase",coco,kitchen,coco_571773,"book, cat, chair, couch, dining table, keyboard, microwave, orange, person, potted plant, tv, vase","book, cat, chair, couch, dining table, keyboard, microwave, orange, person, potted plant, tv, vase","In the living room, an unknown unknown is relaxing.",living room,unknown,unknown,relaxing,strict_match
